GFA05,EC984CFF/6CD4BCFF/A66EB9FF/D87694FF,Dawn Radiance,13912
GFU03,000000FF,Black,51103
GFU03,FFFFFFFF,White,51105
GFU04,F68B1BFF,Neon Orange,51305
GFU04,C3E2D6FF,Light Cyan,51500
GFU03,FFFFFFFF/40B6E4FF,Frozen,51900
GFU03,D21B3CFF/F1AAA8FF,Blaze,51901
GFS02,FFFFFFFF,White,65104
GFA10,000000FF,Black,12104
GFA10,AFB1AEFF,Gray,12105
GFA10,959698FF,Silver,12106
GFA10,FFFFFFFF,White,12107
GFA10,DC3A27FF,Orange,12301
GFA10,F4D53FFF,Yellow,12401
GFA10,009BD8FF,Cyan,12601
GFA02,43403DFF,Iron Gray Metallic,13100
GFA02,B39B84FF,Iridium Gold Metallic,13400
GFA02,1D7C6AFF,Oxide Green Metallic,13500
GFA02,39699EFF,Cobalt Blue Metallic,13600
GFA02,AA6443FF,Copper Brown Metallic,13800
GFA18,004EA8FF,Blue,16601
GFA18,FFB549FF,Sunflower Yellow,16401
GFA18,00BB31FF,Green,16501
GFA18,FF671FFF,Orange,16301
